IRIS,LIBIRIS,COM,LIBCOM,DEC_PIMP18,DEC_TP6018,DEC_Q118,DEC_MED18,DEC_Q318,DEC_EQ18,DEC_D118,DEC_D218,DEC_D318,DEC_D418,DEC_D618,DEC_D718,DEC_D818,DEC_D918,DEC_RD18,DEC_S80S2018,DEC_GI18,DEC_PACT18,DEC_PTSA18,DEC_PCHO18,DEC_PBEN18,DEC_PPEN18,DEC_PAUT18,DEC_NOTE18
593500902,Notre Dame de Pellevoisin,59350,Lille,70.8,10.9,20420,30680,44370,0.78,12100,18660,22970,26490,34740,40290,48510,63620,5.3,8.6,0.416,63.3,54.9,1.8,6.6,20,16.7,0
593500903,Pellevoisin-Rouges Barres,59350,Lille,49.8,26.3,12680,20190,30370,0.88,7240,11080,14550,17730,23290,27600,32910,41730,5.8,7,0.337,78.9,71.3,3.3,4.3,17.9,3.2,0
593500905,Saint-Maurice-cimetière de l'Est,59350,Lille,66.1,16.7,17550,27240,40470,0.84,7450,15140,19480,24020,31450,36770,43600,58680,7.9,11.4,0.44,73.2,66.1,2.3,4.8,12.9,13.9,0
593500906,Saint-Maurice des Champs,59350,Lille,56.6,29.8,10270,22690,35850,1.13,2860,7690,13110,18220,27570,33480,39900,52980,18.6,20.2,0.446,81.6,69.8,3,8.8,13.9,4.5,0
593500907,Saint-Maurice-Briqueterie,59350,Lille,54.3,27.4,11230,22660,34070,1.01,3930,8680,14480,18750,27280,31410,37180,47320,12,18.6,0.473,76,68.8,3.2,4,14.9,9.1,0
593500908,Saint-Maurice-Saint-Gabriel,59350,Lille,51,29.9,10870,23220,40660,1.28,3150,9010,13290,18320,28720,36210,45180,57340,18.2,22,0.473,78.8,69.3,3.7,5.8,15.9,5.3,0
593501001,Centre,59350,Lille,34.8,47,5520,14440,23930,1.28,240,3390,7150,10540,18250,21590,26860,35410,150.6,38.3,0.466,81.3,73,5,3.3,15.6,3.1,0
593501002,entree lille fives,59350,Lille,34.4,55.1,4120,11110,21640,1.58,0,3150,5390,8050,15260,19450,24730,31960,,60.7,0.54,76.7,68.4,6.1,2.2,14.3,9,0
593501003,Caulier,59350,Lille,34.7,53.4,5000,11970,22300,1.44,850,4190,6460,8800,15610,19890,25210,35590,41.8,28.1,0.489,82.5,74.2,5.6,2.7,14.3,3.2,0
593501004,Marbrerie,59350,Lille,45.5,34.2,9200,19070,28130,0.99,1770,6520,11180,14750,22630,26460,29780,37270,21.1,18.4,0.399,80,71.6,4.7,3.7,15.9,4.1,0
593501005,Lannoy,59350,Lille,41.1,36.7,7750,17100,27580,1.16,1650,6000,9500,13790,20440,24850,29820,36540,22.2,20,0.422,82.6,73.3,5.3,4,14.7,2.7,0
593501006,Convention,59350,Lille,40.2,41.5,7990,16080,27520,1.21,1820,5970,9340,12660,19570,24570,30730,38400,21.2,20.3,0.44,79.2,69.5,4.9,4.8,18,2.8,0
593501007,Mont de Terre,59350,Lille,42.7,38,8330,17070,25970,1.03,1730,6430,10280,13810,20530,24080,28440,34940,20.2,17.3,0.397,78.4,70.8,4.5,3.1,19.2,2.4,0
593501008,Petit Maroc,59350,Lille,36.7,47,6830,13920,21950,1.09,1690,5210,8290,10940,16620,20360,24690,32580,19.3,18.3,0.431,82.2,73.8,5.2,3.2,15,2.8,0
593502402,epine mont de terre 2,59350,Lille,38.7,48.7,5350,13490,22590,1.28,340,4330,6690,9990,16640,20850,24710,30300,89,25.6,0.444,71.6,,,,27.1,1.3,0
593502403,epine mont de terre 3,59350,Lille,55.6,21.6,13990,21960,29000,0.68,6540,12050,15670,19120,24470,27410,31700,36280,5.5,6.3,0.307,79,72.1,3.5,3.4,19.2,1.8,0
593502404,epine mont de terre 4,59350,Lille,48.8,28.2,11920,19290,27000,0.78,5760,9690,13610,16570,22170,25010,29150,34190,5.9,7.5,0.321,79.2,73.1,4.4,1.7,19.5,1.3,0
593502501,Centre 1,59350,Lille,53.7,16.9,16200,22820,29700,0.59,8060,14170,17600,20000,25390,28000,31250,37240,4.6,5.3,0.286,74.3,68.5,3.3,2.5,22.8,2.9,0
593502502,Centre 2,59350,Lille,50.9,22.9,13510,20150,29160,0.78,6010,11680,14960,17560,23300,26850,31110,37790,6.3,7.4,0.335,78.5,71.5,3.5,3.5,18.3,3.2,0
593502503,Centre 3,59350,Lille,42.1,38.9,9170,16620,24370,0.91,3510,7680,10720,13300,19310,22310,26530,34050,9.7,11.8,0.384,82.2,72.1,5.5,4.6,16.2,1.6,0
593502601,Les Sarts 1,59350,Lille,,,5760,11340,18480,1.12,570,3820,6900,9090,14140,16890,20550,26150,46,23.1,0.43,68.5,60.5,6.8,1.2,29.9,1.6,0
593502602,Les Sarts 2,59350,Lille,52.8,17.4,15670,20830,28060,0.6,7960,14310,16640,18690,23950,26800,30430,36400,4.6,5.3,0.29,71.3,66.3,2.7,2.3,25.8,2.9,0
593502603,Les Sarts 3,59350,Lille,56.6,14.3,17010,23090,30410,0.58,10620,15150,18280,20880,25360,28480,32980,38880,3.7,4.6,0.274,74,67.9,2.5,3.6,23.1,2.9,0
593502702,Bourg Délivrance 2,59350,Lille,47.2,27.6,12450,18670,25160,0.68,7220,11060,13980,16320,20980,23630,26590,32820,4.5,5.4,0.301,71.9,66.5,3.6,1.8,26.3,1.8,0
593502703,Bourg Délivrance 3,59350,Lille,57.8,12.1,16970,23450,31470,0.62,11480,15460,18590,20520,25830,29340,33610,40210,3.5,4.6,0.292,70.5,63.7,2.5,4.3,26.2,3.3,0
593502704,Bourg Délivrance 4,59350,Lille,59.2,21.8,14270,23250,32430,0.78,5600,11700,16850,20160,26350,29830,35980,46830,8.4,14.7,0.468,54.4,49.9,1.7,2.8,25.1,20.5,0
593502705,Bourg Délivrance 5,59350,Lille,51.6,16.6,15930,23320,32590,0.71,10280,14350,17310,20520,25910,29780,35270,42950,4.2,5.6,0.32,71,64.7,2.4,3.9,25.6,3.4,0
593502801,mitterie 1,59350,Lille,47.2,28.7,11640,19270,27220,0.81,5520,9870,13660,16690,21910,25260,29050,36170,6.5,8,0.339,77.1,69.6,3.6,3.9,20.7,2.2,0
593502802,mitterie 2,59350,Lille,42.8,32.4,10170,17740,26830,0.94,4890,8930,12150,15050,21690,24910,30590,38740,7.9,29.7,0.677,41.5,37.2,1.9,2.4,12.2,46.3,0
593502901,mont a camp-marais 1,59350,Lille,38,34.9,9860,16310,23950,0.86,3880,8210,11500,14360,19190,22300,25770,31720,8.2,9.9,0.364,73,67.4,3.8,1.8,25,2,0
593502902,mont a camp-marais 2,59350,Lille,50.3,21,14460,21010,29580,0.72,7060,12510,15970,18360,23870,26940,31830,38540,5.5,7.1,0.337,61.6,55.4,2.5,3.7,35.5,2.9,0
593502903,mont a camp-marais 3,59350,Lille,49.9,19.2,14390,20790,27080,0.61,9030,13140,15840,18420,22670,25730,29620,35030,3.9,4.7,0.276,80.6,74.4,3.3,2.9,18.2,1.2,0
593502904,mont a camp-marais 4,59350,Lille,34.1,35.9,9470,16050,23200,0.86,4590,8250,11590,13740,18190,21170,25260,30030,6.5,7.8,0.342,69.2,63.4,3.6,2.2,29.9,0.9,0
593503001,sud marais 1,59350,Lille,51.1,21.7,13710,19940,27530,0.69,8340,12170,15430,17620,22870,25760,29700,37370,4.5,5.5,0.305,80.2,73.9,3.2,3.1,17.7,2.1,0
593503002,sud marais 2,59350,Lille,34.7,35.8,10450,16480,22830,0.75,5360,8680,11350,13750,18950,21250,24550,30130,5.6,7.4,0.335,76.6,68.8,4.6,3.2,22.2,1.2,0
593503003,sud marais 3,59350,Lille,32.7,45.8,7350,14410,21010,0.95,2470,5740,8890,11320,16500,19300,22860,28990,11.7,12.3,0.39,76.5,68.7,5.9,1.9,20.6,2.9,0
593600101,Kuhlmann,59360,Loos,46.5,26.2,12620,18900,24730,0.64,6900,10980,14300,16980,21140,23220,26240,31640,4.6,6.3,0.315,77.2,71.5,3.4,2.3,20.9,1.9,0
593600102,parc du chateau,59360,Loos,50.3,23.1,13550,20450,28470,0.73,6900,11860,15360,18020,22680,26240,30820,36410,5.3,6.5,0.323,68.8,64.1,2.3,2.4,26.7,4.5,0
593600103,Parc Longchamp,59360,Loos,42.1,29,11600,18190,25090,0.74,6070,10410,13260,16160,20290,23410,27140,33550,5.5,7.4,0.342,78.4,70.4,3.6,4.4,19.3,2.3,0
593600104,Mairie,59360,Loos,40,39.5,8110,16040,23470,0.96,2290,6710,9480,13150,18450,21460,26150,35000,15.3,14.8,0.408,77.8,69.2,4.3,4.3,19.7,2.5,0
593600201,Oliveaux 2,59360,Loos,,,8430,13780,19800,0.83,3870,6980,9110,10970,15980,18350,20890,24990,6.5,8.5,0.344,68.9,,,,30.7,0.4,0
593600202,Oliveaux 1,59360,Loos,26.7,49.6,8340,13090,18870,0.8,2730,6860,9010,10950,15590,17720,20570,25110,9.2,9.9,0.354,66,,,,33.2,0.8,0
593600203,Oliveaux 3,59360,Loos,18.8,63.8,4710,9640,16130,1.18,0,3260,6000,7850,12110,14500,17810,22210,,34.5,0.439,67.9,,,,29.9,2.2,0
593600301,Ennequin,59360,Loos,48.6,26.8,12060,19930,26660,0.73,5770,10170,13870,17200,22320,25370,27940,32330,5.6,7.1,0.31,75.6,69.9,3.2,2.5,22.7,1.7,0
593600302,eurasante,59360,Loos,52.2,23.9,13370,21090,29560,0.77,6280,11000,14780,18540,23630,27320,32150,40770,6.5,8.5,0.351,73.4,66.7,2.5,4.2,23.6,3,0
593600303,république,59360,Loos,51.8,16.6,15590,21120,27390,0.56,10420,14430,16940,18760,23260,25870,28990,34990,3.4,4.3,0.269,69.9,64.3,2.7,2.9,28.3,1.8,0
593670101,lebas fresnoy,59367,Lys-lez-Lannoy,53.2,12.1,17480,22570,29460,0.53,12150,16310,18410,20800,25300,28140,30920,36620,3,3.8,0.257,64.7,58.9,2.2,3.6,30.4,4.9,0
593670102,general leclerc bon poste,59367,Lys-lez-Lannoy,57.3,12.8,17490,22890,29500,0.52,11090,16010,18570,20790,25220,27770,32030,38470,3.5,3.9,0.251,75.1,70.6,2.1,2.4,22,2.9,0
593670103,paul bert jules guesde,59367,Lys-lez-Lannoy,,,12850,19650,27160,0.73,7030,11180,14540,16990,22520,25110,29370,36540,5.2,6.9,0.329,70.5,64.3,3.6,2.6,24.9,4.6,0
593670104,Cohem Vert Pré,59367,Lys-lez-Lannoy,61.8,9.3,18480,25080,31800,0.53,13440,16950,19550,22180,27080,29930,33560,41340,3.1,4,0.263,70.6,64.4,3,3.2,26.2,3.2,0
593670105,justice longchamp,59367,Lys-lez-Lannoy,35.9,34.5,10010,17160,23170,0.77,3650,8180,11840,14490,19270,21570,25060,29310,8,9.2,0.336,75,68.3,4.4,2.3,22.9,2.1,0
593680101,Berckem-Kléber-Saint-Charles 1,59368,La Madeleine,37.4,33.2,10180,17290,25340,0.88,2940,8300,11830,14690,19660,23150,27670,34060,11.6,11.8,0.372,76.4,68.2,4.5,3.7,21.5,2.1,0
593680102,Berckem-Kléber-Saint-Charles 2,59368,La Madeleine,53.1,24.7,13090,21480,31060,0.84,5890,11070,15300,18190,24920,28370,33120,41600,7.1,8.3,0.347,78.6,70.8,3.5,4.3,17.9,3.5,0
593680103,Berckem-Kléber-Saint-Charles 3,59368,La Madeleine,,,13680,20440,29090,0.75,6090,11760,15620,17950,23040,26970,31330,39300,6.5,7.2,0.331,80.7,73.7,3.3,3.7,16.6,2.7,0
593680201,Centre 1,59368,La Madeleine,42.6,31.7,10780,18560,26370,0.84,5450,9130,12340,15550,21260,24390,28620,37410,6.9,9.1,0.377,75.1,66.8,4.1,4.2,22.1,2.8,0
593680202,Centre 2,59368,La Madeleine,66.8,12.5,19420,27720,39340,0.72,11750,17130,21020,24580,31920,36670,42210,53120,4.5,6.2,0.333,75,67.3,2.4,5.3,19.8,5.2,0
593680301,pompidou-nouvelle madeleine 1,59368,La Madeleine,55.1,25.1,12870,20840,30410,0.84,6000,11020,14880,18070,24100,28250,33240,41340,6.9,8.2,0.349,79.9,73,3.7,3.2,17.7,2.4,0
593680302,pompidou-nouvelle madeleine 2,59368,La Madeleine,51.5,19.8,14810,21280,30600,0.74,7820,13010,16310,18670,24300,28190,33120,39570,5.1,6.1,0.315,73,65.7,3.2,4.1,24,3,0
593680401,grand boulevard 1,59368,La Madeleine,72.6,9.3,21600,32100,45270,0.74,13830,19210,23690,27950,36780,41620,50440,65450,4.7,6.4,0.346,76,67.9,2.7,5.4,16.7,7.3,0
593680402,grand boulevard 2,59368,La Madeleine,76.9,5.6,24650,36380,51620,0.74,16620,21910,26930,32110,41410,48230,56740,74650,4.5,6.1,0.346,76.1,66.2,2,7.9,17,6.9,0
593780101,septentrion,59378,Marcq-en-Baroeul,74.1,,25430,37920,56870,0.83,16610,22620,27600,33270,42900,52330,63590,91760,5.5,9,0.445,65.2,56,1.4,7.8,12.6,22.2,0
593780102,Pont courroy,59378,Marcq-en-Baroeul,71.8,,24090,34120,49580,0.75,16990,22710,26330,30070,39620,44910,54080,68030,4,5.2,0.326,65.5,55.9,1.8,7.8,23.2,11.3,0
593780201,Briqueterie,59378,Marcq-en-Baroeul,,,5940,12050,19080,1.09,830,4370,7060,9520,14890,17610,20460,25480,30.7,19.1,0.423,64.6,56.8,5.5,2.3,32.8,2.6,0
593780202,Pont de Marcq,59378,Marcq-en-Baroeul,48.9,25.1,12950,20170,28140,0.75,6760,11490,14430,17390,22770,26020,29970,37670,5.6,7.2,0.337,79.7,71.6,3.3,4.8,17,3.3,0
593780301,croise laroche,59378,Marcq-en-Baroeul,76.9,,26030,41230,62710,0.89,17040,22960,29810,36340,49930,57340,71680,102730,6,10.2,0.457,54.8,44.6,1.3,8.9,21.9,23.3,0
593780302,croise petite hollande,59378,Marcq-en-Baroeul,76.2,,25630,36000,53450,0.77,17920,23550,27700,31450,40500,48070,57150,74230,4.1,5.6,0.339,74.4,64.3,2,8.1,17.2,8.4,0
593780303,Delcenserie,59378,Marcq-en-Baroeul,67.6,11.7,20370,31590,45200,0.79,11530,17700,22880,26870,36280,41990,48430,63580,5.5,7,0.35,74.4,66.6,2.1,5.7,18.5,7.1,0
593780401,Buisson,59378,Marcq-en-Baroeul,74.5,9.8,20860,29930,42770,0.73,13140,18600,22530,25970,34320,40060,47230,58080,4.4,5.5,0.314,74.6,67.8,2.6,4.2,20.8,4.6,0
593780402,May four,59378,Marcq-en-Baroeul,59.1,21.1,15040,23180,34250,0.83,7400,12290,17170,20390,26890,31840,37500,46700,6.3,8.1,0.356,74.7,66.7,2.7,5.3,20.5,4.8,0
593780403,Plouich Saint-Louis,59378,Marcq-en-Baroeul,47,31.3,11310,18470,27120,0.86,5580,9670,12530,15390,22160,25420,30300,39000,7,9.1,0.376,82.7,76.5,3.9,2.3,15.3,2,0
593780404,Plouich Torgue,59378,Marcq-en-Baroeul,60.4,15.1,16810,24360,35250,0.76,10810,15360,18410,21140,28240,33180,38040,48790,4.5,5.4,0.312,75.1,68.8,2.9,3.4,20.7,4.2,0
593780501,Hautes loges,59378,Marcq-en-Baroeul,74.4,,22430,29190,38860,0.56,15200,20580,23920,26200,32570,36580,42040,50690,3.3,4.1,0.269,64.7,61,1.7,2,30.8,4.5,0
593780502,clemenceau,59378,Marcq-en-Baroeul,74.2,,23040,34670,50130,0.78,15670,20950,25070,29750,39590,46220,54970,73080,4.7,8.2,0.426,71.4,61.3,1.5,8.6,20.3,8.3,0
593780601,quesne-chateau rouge,59378,Marcq-en-Baroeul,73.9,8.4,24270,37730,56750,0.86,14340,20850,26610,31790,43820,51610,64000,89540,6.2,8.9,0.414,63.3,52,1.6,9.7,23.1,13.6,0
593780602,Hôtel de Ville,59378,Marcq-en-Baroeul,75.6,,25720,37910,57080,0.83,17300,23140,27910,32960,43950,51800,64500,92020,5.3,7.9,0.417,62.5,49.9,1.5,11.1,22.8,14.7,0
593780701,Bourg Saint-Vincent,59378,Marcq-en-Baroeul,62.1,12.8,17710,25480,39580,0.86,11180,15740,19180,22380,30670,35740,43810,56380,5,7.1,0.372,70.6,60.8,2.4,7.4,22.5,6.9,0
593780702,Plaine de menin,59378,Marcq-en-Baroeul,54.1,16,16000,21760,28860,0.59,10340,14570,16950,19770,24260,27470,31460,37970,3.7,6.7,0.374,66.2,61.5,2.8,1.9,21.8,12,0
593830101,marly nord,59383,Marly,59.3,14.9,16170,23390,32870,0.71,10710,14610,17110,20810,26140,30520,34800,42710,4,5,0.304,69.5,61.7,2.6,5.2,25.9,4.6,0
593830102,Centre,59383,Marly,37.5,31.6,10950,17710,23910,0.73,4350,9780,12460,15170,19810,22500,25750,32910,7.6,7.9,0.339,66,59.8,3,3.2,30.7,3.3,0
593830103,Petit Cavin-Fontinettes,59383,Marly,42.5,21,14220,19880,25780,0.58,7010,12130,15450,17450,21960,24470,27860,33820,4.8,5.4,0.288,57.6,54.2,2.9,0.5,40.2,2.2,0
593830104,Les Floralies,59383,Marly,,,9670,15780,21420,0.74,3890,8460,11220,14020,17420,19960,22880,27300,7,7.1,0.313,64.9,60.3,4.2,0.4,33.6,1.5,0
593830105,La Briquette,59383,Marly,36.8,40.4,8090,15980,24290,1.01,1520,5990,9700,12890,19180,22860,26590,32190,21.2,17,0.401,69.3,61.8,4,3.5,28.1,2.6,0
593860101,Le Gibet,59386,Marquette-lez-Lille,69.7,,20540,26890,35900,0.57,14900,19000,22250,24310,30040,33930,37930,45430,3,4.2,0.274,77.5,68.2,1.7,7.6,19.8,2.7,0
593860102,lommelet,59386,Marquette-lez-Lille,62.7,10.7,18670,24670,32210,0.55,11890,17150,19790,22520,27470,30260,34640,41940,3.5,4.3,0.271,84.2,75.9,2.5,5.8,12.6,3.2,1
593860103,L'abbaye,59386,Marquette-lez-Lille,42.7,26.7,12020,18560,26450,0.78,5970,10230,13910,16520,21290,24160,28370,36100,6,8.2,0.355,75.8,68.5,3.3,4,21,3.2,0
593860104,lazaro le touquet centre,59386,Marquette-lez-Lille,54.7,15.1,16530,22790,30270,0.6,9860,14640,18170,20390,24870,28370,33320,42220,4.3,5.3,0.303,72.9,65.6,2.8,4.5,23.9,3.2,0
593860105,Za-Cité Courbet-Saint Charles,59386,Marquette-lez-Lille,,,13670,21080,28440,0.7,6200,12000,15170,18680,23710,26890,31230,37170,6,7,0.322,71.3,66.2,2.8,2.3,25.8,2.9,0
593920101,Epinette Peripherie,59392,Maubeuge,38,37.1,9650,16110,23080,0.83,4070,8200,10880,13820,18840,21310,24820,31430,7.7,9.3,0.363,56.4,48.1,4,4.3,38.2,5.4,0
593920201,Faubourg de Mons,59392,Maubeuge,44.1,30.7,10870,18240,26380,0.85,3000,9020,12800,15580,21380,24430,28720,34900,11.6,11.5,0.382,60.7,49.9,2.7,8.1,33.3,6,0
593920202,Pont Allant,59392,Maubeuge,41.9,31.2,11050,18270,26000,0.82,5120,9810,12760,15510,21340,24540,28360,35890,7,10.2,0.398,64.1,54.9,3,6.2,32.1,3.8,0
593920301,Centre Ville,59392,Maubeuge,38.4,41.3,7240,15370,24040,1.09,720,5510,9390,12540,18210,22060,26770,34640,48.1,27.5,0.453,54.5,44.3,4.7,5.5,40.9,4.6,0
593920302,Provinces Francaises,59392,Maubeuge,,,200,4880,10930,2.2,0,0,680,3130,7160,9550,12860,16860,,,0.564,58.6,,,,40.8,0.6,0
593920303,Faubourg Saint-Lazare,59392,Maubeuge,46.3,27.7,11590,19030,27600,0.84,2980,9320,13690,16430,21670,25060,30590,37680,12.6,13.3,0.382,57.2,50.8,3.1,3.3,36.3,6.5,0
593920401,Faubourg Saint-Quentin,59392,Maubeuge,34.2,41.2,7530,15370,22080,0.95,1510,6280,9110,12750,17550,20100,24140,30130,19.9,16.3,0.396,66.3,58.9,5,2.4,30.4,3.3,0
593920402,Douzies,59392,Maubeuge,28.4,44.8,7340,14350,20540,0.92,1440,5780,8540,11630,16520,19100,22480,28960,20.1,17.3,0.412,59.7,51.9,4.9,2.9,36.5,3.8,0
593920403,Sous le Bois Centre,59392,Maubeuge,23.4,64.5,3250,9530,16920,1.43,0,1500,4550,7320,11880,14900,19070,25010,,124,0.491,63.8,55.4,6.5,1.9,31.4,4.8,0
593920404,Sous le Bois Ouest,59392,Maubeuge,17.6,68.6,2580,8490,15000,1.46,0,940,3760,5890,11060,13370,16320,21160,,245,0.484,59.7,,,,37.6,2.7,0
593920405,Mont Plaisir,59392,Maubeuge,23.8,54.3,6180,11800,18460,1.04,1690,4940,7700,9770,14130,16500,19820,24280,14.3,14.1,0.393,64.4,,,,31.4,4.2,0
593920501,Petite Savate,59392,Maubeuge,26.2,52.7,5650,11960,20110,1.21,190,4090,6950,9180,15860,18720,22060,28170,149,24.4,0.427,55.7,,,,40.1,4.2,0
593920502,Saint-Suaire,59392,Maubeuge,21.3,62.7,3500,9450,17700,1.5,0,2380,5500,7150,12000,14980,19550,26070,,74.8,0.485,60.9,,,,34,5.1,0
593920503,Faubourg de Valenciennnes,59392,Maubeuge,24,57.1,4000,11430,18260,1.25,0,2560,5750,8440,14040,16570,20150,25730,,62.6,0.472,58.8,49.5,5.9,3.4,37.6,3.6,0
594100101,Le baroeul,59410,Mons-en-Baroeul,63.2,12.2,18970,26910,38070,0.71,11510,16860,20280,23460,30510,34960,41420,50940,4.4,6.4,0.344,68.2,58,2.2,8,26.2,5.6,0
594100102,Ancien Mons,59410,Mons-en-Baroeul,60.5,18.6,15140,25010,37360,0.89,7690,13520,17360,21240,28940,34790,40790,50450,6.6,8,0.365,70.2,61.7,2.5,6,24.9,4.9,0
594100201,Lamartine,59410,Mons-en-Baroeul,18,69,4550,8910,14570,1.12,440,3260,5610,7190,11160,13420,16070,20850,47.3,21.7,0.422,82.7,73.3,8.7,0.7,16.3,1,0
594100202,Napoleon,59410,Mons-en-Baroeul,18.7,65.6,4630,9000,15410,1.2,600,3270,5440,7260,11420,13830,16920,20570,34.5,22.2,0.421,75.5,,,,23.2,1.3,0
594100203,Les Provinces,59410,Mons-en-Baroeul,36.8,43.6,8030,15120,21670,0.9,3070,6770,9430,11850,17430,20350,23450,28170,9.2,10.4,0.364,75.1,68.2,4.6,2.3,23.1,1.8,0
594100302,H tel de ville,59410,Mons-en-Baroeul,48.1,30.1,10690,19090,26090,0.81,2710,9030,12890,16300,21690,24150,27740,33360,12.3,11.5,0.352,60.7,56.2,3,1.5,36.4,2.9,0
594100303,Louis XIV,59410,Mons-en-Baroeul,27.6,57.3,5700,11540,17390,1.01,950,4300,6430,9460,13920,16300,19630,24350,25.6,16.4,0.399,81.5,,,,16.9,1.6,0
594100304,Vauban,59410,Mons-en-Baroeul,29.3,48.2,7140,13560,19920,0.94,2270,5800,8210,10500,15460,18370,21970,26720,11.7,11.2,0.372,69.6,60.4,6.6,2.6,29.1,1.3,0
594100401,Guinguette,59410,Mons-en-Baroeul,44.6,30.3,10580,17920,25650,0.84,3720,8030,12790,14970,20370,23710,27640,34440,9.3,10,0.361,70.7,62.5,3.2,5,26.6,2.7,0
594100402,Les Sarts,59410,Mons-en-Baroeul,42.4,30.4,11470,18190,25640,0.78,6380,10220,12780,15760,20690,23480,27770,33750,5.3,6.2,0.319,71.7,65.1,4.4,2.2,25.6,2.7,0
594100403,Becquerel,59410,Mons-en-Baroeul,59.9,18.6,15550,24410,33750,0.75,7500,13680,17540,21180,27080,31270,36540,47490,6.3,7.8,0.342,78.7,70.5,3.1,5.1,17.8,3.5,0
594210101,vauban-100 maisons-mairie,59421,Mouvaux,62.2,10.9,18410,26920,37520,0.71,12040,17100,20000,23580,30680,35130,41460,57150,4.7,6.1,0.348,68,60.4,2.3,5.3,24,8,0
594210102,duriez-escalette,59421,Mouvaux,,,17590,28300,42240,0.87,10940,15820,19520,23640,33350,39780,46880,62230,5.7,7.9,0.384,69.5,58.4,2.7,8.4,22.7,7.8,0
594210103,Centre-Rue de Londres,59421,Mouvaux,67.8,10.1,21690,32190,48490,0.83,12690,19660,23680,28090,37740,44580,54780,74970,5.9,9.2,0.436,56.1,46.3,1.9,7.9,23.2,20.7,0
594210104,hautmont-mirabeau,59421,Mouvaux,68.7,,21190,30730,45690,0.8,14190,19620,23560,26800,35850,41020,49530,66570,4.7,8.2,0.429,51.4,45.8,1.4,4.2,30.3,18.3,0
594210105,francs-epinette,59421,Mouvaux,62.9,14.3,17230,25490,37420,0.79,10450,15350,18810,22450,29070,33980,40940,53290,5.1,6.5,0.349,75.2,67.5,3,4.7,17.1,7.7,0
594260101,Moulin Briqueterie,59426,Neuville-en-Ferrain,64.1,8.3,19150,25150,32590,0.53,14190,17690,20410,23340,27700,30320,34470,41460,2.9,3.4,0.234,73.4,68,2,3.4,22.7,3.9,0
594260102,Dronckaert Risquons Tout,59426,Neuville-en-Ferrain,,,17910,23900,33180,0.64,12590,16450,18960,21300,27560,30780,34540,42900,3.4,4.7,0.3,72.3,64.9,1.9,5.5,21,6.7,0
594260103,Vieille Motte Rosieres,59426,Neuville-en-Ferrain,,,17290,22860,30280,0.57,12170,16290,18560,21190,24890,28140,32170,37810,3.1,3.9,0.26,54.1,49.7,1.7,2.7,41.2,4.7,0
594260104,Bailly,59426,Neuville-en-Ferrain,61.7,,18980,24260,31330,0.51,14360,18090,20120,22130,26450,29440,33570,37990,2.6,3.1,0.219,65,61.5,1.6,1.9,32.1,2.9,0
594260105,Centre Ville,59426,Neuville-en-Ferrain,54.1,11.1,16820,22420,29300,0.56,12180,15860,17940,20150,24570,27330,31500,36580,3,3.4,0.234,64.3,60.3,2.2,1.8,32.1,3.6,0
594910101,raismes centre 1,59491,Raismes,38,36,9270,16950,25230,0.94,2220,7240,11240,14100,20060,23120,27180,33900,15.3,16,0.415,65.6,58.2,2.9,4.5,28.8,5.6,0
594910102,sabatier,59491,Raismes,17.9,60.6,5830,10710,16690,1.01,450,4180,6860,8820,12840,15420,18200,22240,49.9,20.7,0.391,62.5,55.1,6.4,1,35.7,1.8,0
594910104,raismes centre 2,59491,Raismes,,,10780,17200,24060,0.77,5410,9240,11800,14720,19570,22380,25940,31730,5.9,7.2,0.327,66.3,60.2,3.9,2.2,32.2,1.5,0
594910105,vicoigne,59491,Raismes,37.9,32.9,10250,16980,23670,0.79,5030,8610,11990,14870,19170,22120,25350,29800,5.9,7.6,0.329,74.6,66.9,3.6,4.1,24.1,1.3,0
594910106,petit paris,59491,Raismes,33.8,37.8,8750,16160,22920,0.88,2220,7150,10370,13450,18830,21290,24550,30560,13.8,12.5,0.368,64.9,58.4,3.7,2.8,32.9,2.2,0
595070101,Petit Ronchin 1,59507,Ronchin,52.5,18.8,15230,23850,31650,0.69,7190,13550,17210,20680,26560,29760,33950,40880,5.7,6.8,0.326,69.5,63.1,2.7,3.7,26.8,3.7,0
595070102,Petit Ronchin 2,59507,Ronchin,44.5,32.9,10080,18020,25290,0.84,3300,7970,11640,15340,20710,23710,27680,34730,10.5,11.2,0.373,67.8,61.5,3.4,2.9,29.5,2.7,0
595070103,Petit Ronchin 3,59507,Ronchin,53.3,26.2,12370,20820,30190,0.86,6550,10930,14490,17620,24080,27940,33060,39320,6,7.6,0.346,74.3,66.7,3,4.6,22.8,2.9,0
595070201,Cité Jardin 1,59507,Ronchin,48.1,21.3,14500,20710,27110,0.61,7860,12720,15960,18410,23090,26090,29290,34590,4.4,5.9,0.306,72.2,64.3,2.5,5.4,26,1.8,0
595070202,Cité Jardin 2,59507,Ronchin,,,5680,13150,22630,1.29,970,4500,7370,9990,16870,20680,24540,31410,32.3,22.1,0.444,76,68.7,5.4,1.9,20.5,3.5,0
595070203,Cité Jardin 3,59507,Ronchin,59.8,19.6,14820,22450,30350,0.69,8430,13120,16400,19770,25080,28470,32590,40030,4.7,6.2,0.315,70.4,66.7,1.9,1.8,26.7,2.9,0
